dataset.uniprotswissprot	dataset.ensembl_gene_id	t0_1	t0_2	t0_3
P53281	YGR136W	5.65E-07	5.57E-07	5.42E-07
P53289	YGR161C	2.67E-08	1.65E-08	0
P53290	YGR163W	1.16E-07	7.15E-08	0
P53292	YGR165W	4.08E-07	4.73E-07	5.32E-07
P53295	YGR173W	7.06E-07	7.59E-07	6.73E-07
P53297	YGR178C	1.18E-06	1.12E-06	1.21E-06
P53299	YGR181W	1.06E-06	1.14E-06	1.16E-06
P53301	YGR189C	9.71E-08	1.13E-07	8.39E-08
P53303	YGR211W	1.43E-06	1.47E-06	1.43E-06
P53305	YGR215W	5.27E-07	6.45E-07	8.31E-07
P53311	YGR243W	0	0	1.83E-09
P53312	YGR244C	1.46E-06	1.54E-06	1.91E-06
P53313	YGR245C	6.47E-08	6.08E-08	5.56E-08
P53315	YGR248W	1.09E-07	2.44E-07	3.55E-07
P53316	YGR250C	1.80E-07	1.07E-07	1.24E-07
P53319	YGR256W	1.42E-07	1.55E-07	2.62E-07
P53323	YGR262C	1.00E-06	7.67E-07	5.11E-07
P53326	YGR266W	1.61E-07	1.58E-07	1.67E-07
P53330	YGR275W	1.32E-07	1.38E-07	1.33E-07
P53331	YGR276C	4.88E-08	4.79E-08	4.74E-08
P53332	YGR277C	3.42E-07	5.64E-07	0
P53334	YGR279C	6.93E-07	7.73E-07	9.10E-07
P53335	YGR280C	3.10E-07	2.92E-07	3.22E-07
P53341	YGR292W	4.98E-07	4.00E-07	4.47E-07
P53378	YLR212C	1.69E-07	0	0
P53538	YNL222W	1.22E-07	1.23E-07	1.18E-07
P53549	YOR259C	4.97E-06	5.07E-06	5.06E-06
P53550	YNL118C	3.04E-08	2.90E-08	2.67E-08
P53551	YPL127C	2.76E-07	7.78E-07	3.80E-07
P53552	YNL139C	5.34E-09	3.62E-09	4.43E-09
P53598	YOR142W	2.65E-06	2.75E-06	2.56E-06
P53600	YPL010W	1.00E-06	8.93E-07	9.28E-07
P53615	YNL036W	1.21E-06	1.07E-06	1.09E-06
P53617	YNL251C	2.14E-07	2.28E-07	2.07E-07
P53622	YDL145C	1.17E-06	1.11E-06	1.15E-06
P53628	YNR023W	3.20E-08	0	3.18E-08
P53629	YNR019W	1.19E-07	1.06E-07	8.48E-08
P53630	YNR057C	6.71E-08	6.74E-08	7.52E-08
P53633	YNL044W	1.35E-06	1.02E-06	1.09E-06
P53686	YPL015C	1.31E-07	1.19E-07	1.22E-07
P53691	YLR216C	4.41E-06	4.53E-06	4.44E-06
P53720	YNR015W	1.28E-07	1.37E-07	1.10E-07
P53721	YNR018W	7.37E-07	7.72E-07	6.82E-07
P53722	YNR020C	0	6.23E-08	1.37E-07
P53723	YNR021W	5.44E-07	4.38E-07	4.76E-07
P53724	YNR022C	4.38E-07	5.68E-07	4.32E-07
P53725	YNR024W	3.50E-08	3.38E-08	3.84E-08
P53730	YNR030W	1.19E-07	1.02E-07	1.20E-07
P53731	YNR035C	6.73E-07	6.79E-07	6.46E-07
P53732	YNR036C	3.16E-07	3.37E-07	3.71E-07
P53733	YNR037C	5.60E-07	9.79E-07	5.04E-07
P53734	YNR038W	5.85E-09	6.33E-09	0
P53736	YNR040W	1.48E-07	1.56E-07	1.57E-07
P53738	YNR046W	4.68E-07	4.37E-07	4.56E-07
P53741	YNR051C	3.07E-07	2.74E-07	2.79E-07
P53742	YNR053C	3.16E-07	3.04E-07	3.01E-07
P53743	YNR054C	2.40E-07	2.47E-07	2.76E-07
P53759	YML080W	5.68E-08	7.03E-08	5.33E-08
P53832	YNL283C	5.55E-08	5.03E-08	5.08E-08
P53834	YNL281W	3.05E-06	3.03E-06	3.37E-06
P53839	YNL274C	1.60E-06	1.50E-06	1.68E-06
P53843	YNL265C	1.62E-07	1.36E-07	1.50E-07
P53844	YNL264C	1.39E-08	1.77E-08	0
P53847	YNL258C	1.80E-08	2.28E-08	1.98E-08
P53848	YNL256W	1.47E-07	1.29E-07	1.18E-07
P53851	YNL253W	0	0	3.94E-09
P53852	YNL247W	1.29E-06	1.36E-06	1.21E-06
P53853	YNL246W	1.87E-07	1.65E-07	1.84E-07
P53859	YNL232W	1.62E-07	1.24E-07	1.74E-07
P53860	YNL231C	5.01E-07	5.85E-07	5.67E-07
P53863	YNL227C	1.43E-08	1.85E-08	1.73E-08
P53865	YNL225C	1.67E-08	2.40E-08	0
P53871	YNL191W	4.43E-08	0	0
P53874	YNL186W	2.80E-08	2.71E-08	2.78E-08
P53875	YNL185C	1.99E-07	2.47E-07	2.03E-06
P53877	YNL182C	1.70E-07	1.84E-07	1.48E-07
P53878	YNL181W	5.42E-08	4.56E-08	4.71E-08
P53879	YNL180C	3.02E-07	2.74E-07	2.61E-07
P53881	YNL177C	3.95E-07	4.70E-07	4.22E-07
P53883	YNL175C	9.65E-07	9.83E-07	8.81E-07
P53885	YNL173C	3.74E-07	5.75E-07	5.89E-07
P53889	YNL168C	4.76E-07	6.04E-07	4.40E-07
P53890	YNL166C	9.56E-08	1.02E-07	9.83E-08
P53893	YNL163C	7.25E-08	6.01E-08	6.67E-08
P53897	YNL157W	2.01E-07	1.60E-07	1.35E-07
P53899	YNL155W	1.91E-07	2.14E-07	2.00E-07
P53900	YNL153C	5.82E-07	6.14E-07	5.42E-07
P53903	YNL149C	1.23E-06	1.06E-06	1.34E-06
P53905	YNL147W	1.76E-06	1.75E-06	1.46E-06
P53909	YNL141W	9.02E-07	9.06E-07	8.61E-07
P53913	YNL133C	1.64E-08	2.03E-08	0
P53914	YNL132W	3.14E-07	2.76E-07	2.64E-07
P53915	YNL129W	1.11E-07	8.77E-08	1.35E-07
P53920	YNL123W	3.56E-07	2.88E-07	2.89E-07
P53921	YNL122C	2.37E-07	3.36E-07	4.02E-07
P53924	YNL116W	0	5.86E-08	5.18E-08
P53925	YNL115C	8.27E-08	1.12E-07	1.47E-07
P53927	YNL110C	1.60E-06	1.59E-06	1.69E-06
P53929	YNL108C	7.00E-07	8.12E-07	6.91E-07
P53930	YNL107W	0	4.42E-07	5.03E-07
P53937	YNL081C	1.93E-07	1.75E-07	2.14E-07
P53941	YNL075W	3.59E-07	6.37E-07	4.19E-07
P53946	YNL059C	2.14E-07	2.26E-07	2.09E-07
P53952	YNL050C	0	9.29E-09	8.64E-09
P53953	YNL049C	1.14E-08	0	2.42E-08
P53959	YNL041C	0	1.01E-09	1.02E-09
P53960	YNL040W	1.53E-07	1.45E-07	1.33E-07
P53962	YNL035C	8.54E-08	8.58E-08	0
P53968	YNL027W	5.85E-08	4.53E-08	4.48E-08
P53969	YNL026W	1.62E-07	2.46E-07	3.06E-07
P53971	YNL023C	0	2.60E-09	0
P53973	YNL021W	3.85E-08	4.67E-08	3.60E-08
P53978	YNL014W	3.49E-08	2.63E-08	4.07E-08
P53981	YNL010W	5.02E-06	5.22E-06	5.45E-06
P53982	YNL009W	9.69E-09	1.42E-08	5.24E-08
P54000	YMR039C	4.05E-07	3.44E-07	3.06E-07
P54003	YML052W	6.53E-07	5.28E-07	4.99E-07
P54070	YPL053C	6.37E-08	3.01E-08	5.82E-08
P54113	YLR028C	9.01E-07	9.26E-07	9.33E-07
P54114	YMR169C	1.90E-07	1.95E-07	2.15E-07
P54115	YPL061W	5.14E-05	5.12E-05	5.26E-05
P54730	YMR067C	9.99E-08	1.03E-07	8.57E-08
P54780	YMR121C	2.77E-05	2.85E-05	2.87E-05
P54781	YMR015C	5.00E-07	4.35E-07	4.55E-07
P54783	YML086C	3.66E-07	3.54E-07	3.48E-07
P54787	YML097C	2.69E-08	2.87E-08	2.31E-08
P54838	YML070W	2.02E-06	2.27E-06	2.22E-06
P54839	YML126C	9.33E-06	1.01E-05	9.34E-06
P54858	YDR068W	1.43E-07	1.20E-07	1.69E-07
P54860	YDL190C	5.65E-08	5.69E-08	4.32E-08
P54861	YLL001W	3.94E-07	4.37E-07	4.33E-07
P54885	YOR323C	3.59E-06	3.67E-06	3.71E-06
P54964	YLR059C	1.74E-07	1.44E-07	2.06E-07
P54999	YPR182W	5.50E-07	8.83E-07	1.54E-06
P56628	YFL034C-A	3.16E-06	3.10E-06	3.21E-06
P57743	YLR438C-A	3.06E-07	4.06E-07	4.05E-07
P57744	YJR135W-A	4.54E-07	4.09E-07	3.46E-07
P60010	YFL039C	4.54E-05	4.46E-05	4.69E-05
P61830	YNL031C	1.28E-06	3.26E-06	1.56E-06
P69771	YKR035W-A	9.78E-07	8.65E-07	9.30E-07
P69850	YBR233W-A	1.20E-08	1.29E-08	1.13E-08
P80210	YNL220W	1.05E-05	1.12E-05	1.09E-05
P80235	YAR035W	1.45E-07	1.45E-07	1.52E-07
P80428	YJL081C	7.17E-08	7.91E-08	5.85E-08
P80967	YPR133W-A	3.86E-07	3.66E-07	5.20E-07
P81449	YDR322C-A	9.72E-07	9.89E-07	1.06E-06
P81450	YML081C-A	7.08E-06	8.09E-06	7.44E-06
P81451	YOL077W-A	1.84E-06	1.96E-06	2.01E-06
P87108	YHR005C-A	1.89E-06	2.01E-06	2.09E-06
P87262	YER056C-A	5.46E-05	4.65E-05	5.18E-05
P89105	YOL145C	1.28E-07	1.09E-07	1.21E-07
P89886	YER007C-A	2.15E-06	2.41E-06	2.36E-06
Q00055	YDL022W	8.98E-06	8.55E-06	8.64E-06
Q00245	YIL118W	3.82E-07	4.13E-07	3.92E-07
Q00362	YGL190C	2.95E-07	2.82E-07	2.79E-07
Q00402	YDR150W	1.61E-07	1.57E-07	1.71E-07
Q00582	YML121W	6.86E-08	4.95E-08	1.26E-07
Q00618	YJL031C	5.46E-08	4.29E-08	4.19E-08
Q00684	YFR028C	3.02E-08	3.05E-08	2.00E-08
Q00711	YKL148C	2.47E-06	3.91E-06	2.93E-06
Q00764	YBR126C	2.50E-06	2.22E-06	2.36E-06
Q00772	YHR030C	2.85E-07	2.68E-07	2.71E-07
Q00816	YDR028C	1.52E-07	1.44E-07	1.28E-07
Q00873	YKL087C	4.62E-07	6.13E-07	5.15E-07
Q01080	YNL248C	3.18E-07	2.69E-07	2.66E-07
Q01159	YGL130W	9.19E-08	1.17E-07	9.63E-08
Q01163	YGL129C	2.01E-07	2.61E-07	2.35E-07
Q01217	YER069W	5.59E-06	5.92E-06	5.68E-06
Q01454	YPR135W	3.94E-08	5.64E-08	3.08E-08
Q01476	YOR124C	4.25E-08	4.32E-08	4.96E-08
Q01477	YER151C	1.20E-06	1.10E-06	9.77E-07
Q01519	YLR038C	4.35E-06	4.05E-06	4.41E-06
Q01532	YNL239W	8.86E-07	9.84E-07	9.37E-07
Q01560	YDR432W	3.57E-06	3.67E-06	3.62E-06
Q01574	YAL054C	9.05E-07	1.25E-06	9.26E-07
Q01590	YLR026C	2.27E-07	1.62E-07	1.92E-07
Q01662	YLR244C	2.90E-06	2.90E-06	2.90E-06
Q01802	YKL106W	5.26E-08	4.64E-08	4.99E-08
Q01852	YIL022W	1.35E-06	1.36E-06	1.35E-06
Q01855	YOL040C	8.67E-05	8.65E-05	8.35E-05
Q01939	YGL048C	3.49E-06	3.41E-06	3.62E-06
Q01976	YBR111C	8.06E-07	7.62E-07	9.64E-07
Q02046	YKR080W	4.11E-06	4.66E-06	4.75E-06
Q02196	YKL001C	2.50E-05	2.31E-05	2.33E-05
Q02199	YGL172W	1.35E-07	1.33E-07	1.34E-07
Q02201	YKR003W	1.70E-07	1.91E-07	1.57E-07
Q02204	YKR006C	9.04E-07	1.02E-06	9.88E-07
Q02205	YKR007W	2.16E-07	1.59E-07	2.91E-07
Q02206	YKR008W	5.33E-08	4.12E-08	4.85E-08
Q02207	YKR009C	1.69E-07	2.41E-07	1.76E-07
Q02256	YIR026C	1.07E-07	5.82E-07	1.05E-07
Q02260	YGR074W	3.73E-07	3.78E-07	3.80E-07
Q02326	YML073C	2.05E-05	2.03E-05	2.10E-05
Q02354	YDR449C	9.67E-08	9.76E-08	8.84E-08
Q02455	YKR095W	1.73E-07	1.30E-07	2.06E-07
Q02457	YPL128C	6.68E-08	5.54E-08	7.56E-08
Q02486	YMR072W	9.34E-06	9.00E-06	9.48E-06
Q02516	YOR358W	0	4.14E-08	2.77E-08
Q02554	YMR240C	0	1.03E-08	0
Q02608	YPL013C	4.18E-07	4.38E-07	4.92E-07
Q02629	YKL068W	7.49E-08	9.43E-08	9.53E-08
Q02630	YMR047C	3.37E-08	3.87E-08	4.33E-08
Q02642	YPL037C	1.14E-05	1.18E-05	1.21E-05
Q02647	YDR424C	1.06E-06	1.15E-06	3.01E-06
Q02648	YPL030W	1.50E-07	1.38E-07	1.33E-07
Q02724	YPL020C	3.61E-09	1.54E-09	3.63E-09
Q02725	YPL019C	0	1.28E-08	1.16E-08
Q02753	YBR191W	1.54E-05	1.40E-05	1.47E-05
Q02754	YPL067C	5.15E-08	9.23E-08	7.06E-08
Q02767	YPL065W	6.56E-08	5.67E-08	6.15E-08
Q02771	YER058W	6.25E-07	1.24E-06	8.02E-07
Q02772	YJR034W	2.50E-07	2.68E-07	2.48E-07
Q02773	YML091C	8.49E-09	7.87E-09	7.80E-09
Q02776	YPL063W	5.92E-07	5.52E-07	6.32E-07
Q02784	YPL059W	1.64E-06	1.55E-06	1.68E-06
Q02785	YPL058C	1.01E-07	4.05E-08	2.01E-07
Q02792	YOR048C	2.58E-08	2.71E-08	2.85E-08
Q02793	YGL213C	4.32E-07	5.13E-07	4.67E-07
Q02804	YPL051W	7.99E-09	8.37E-09	7.87E-09
Q02821	YNL189W	2.69E-06	2.86E-06	2.85E-06
Q02875	YPL105C	5.02E-08	4.87E-08	4.79E-08
Q02884	YPL101W	4.98E-08	5.52E-08	5.76E-08
Q02887	YPL100W	5.79E-08	0	1.25E-07
Q02888	YPL099C	1.43E-08	1.55E-08	1.43E-08
Q02889	YPL098C	1.63E-06	9.99E-07	8.56E-07
Q02890	YPL096W	3.36E-08	3.36E-08	1.54E-08
Q02892	YPL093W	1.57E-06	1.45E-06	1.49E-06
Q02895	YPL088W	8.37E-08	6.84E-08	6.38E-08
Q02908	YPL086C	2.26E-07	2.01E-07	1.52E-07
Q02931	YPL126W	2.95E-07	2.64E-07	2.40E-07
Q02932	YPL125W	4.89E-09	6.58E-09	6.32E-09
Q02933	YPL123C	1.27E-07	1.60E-07	4.91E-08
Q02950	YPL118W	3.41E-07	4.76E-07	3.37E-07
Q02959	YPL116W	4.56E-08	4.32E-08	3.15E-08
Q02969	YPL112C	2.45E-08	2.41E-08	2.38E-08
Q02979	YPL110C	1.97E-08	1.12E-08	3.16E-08
Q03010	YPL139C	1.40E-07	1.01E-07	8.79E-08
Q03020	YPL135W	6.71E-07	9.77E-07	1.03E-06
Q03028	YPL134C	5.41E-08	9.44E-08	5.32E-08
Q03048	YLL050C	2.03E-05	1.98E-05	1.92E-05
Q03063	YPL049C	1.03E-07	9.57E-08	1.05E-07
Q03088	YPL032C	1.42E-07	1.40E-07	1.25E-07
Q03102	YML131W	3.53E-07	4.11E-07	3.46E-07
Q03103	YML130C	1.41E-07	1.37E-07	1.35E-07
Q03104	YML128C	2.96E-07	4.29E-07	6.52E-07
Q03124	YML127W	1.14E-07	1.77E-07	8.52E-08
Q03144	YMR095C	0	1.31E-07	7.77E-08
Q03148	YMR096W	7.13E-07	5.64E-07	6.01E-07
Q03153	YMR098C	1.72E-08	2.26E-08	1.82E-08
Q03161	YMR099C	1.70E-06	1.73E-06	1.86E-06
Q03195	YDR091C	2.87E-06	2.74E-06	2.59E-06
Q03201	YDR041W	3.09E-07	3.24E-07	3.33E-07
Q03219	YMR178W	5.41E-07	5.50E-07	5.32E-07
Q03233	YMR184W	8.25E-08	8.44E-08	8.47E-08
Q03246	YMR188C	1.09E-06	1.10E-06	1.10E-06
Q03254	YMR277W	9.75E-09	1.45E-08	1.70E-08
Q03262	YMR278W	3.01E-08	4.31E-08	3.79E-08
Q03264	YMR285C	6.42E-08	6.13E-08	5.21E-08
Q03281	YDR458C	2.11E-08	1.72E-08	2.30E-08
Q03290	YDR460W	1.03E-07	1.50E-07	2.02E-07
Q03305	YDR465C	2.39E-07	2.28E-07	2.43E-07
Q03323	YDR469W	9.98E-07	3.12E-07	2.99E-07
Q03330	YGR252W	4.74E-08	4.60E-08	5.44E-08
Q03338	YDR473C	3.56E-08	4.71E-08	1.71E-08
Q03362	YDR476C	3.50E-08	7.32E-08	3.84E-08
Q03390	YDR486C	2.82E-07	2.51E-07	2.58E-07
Q03407	YDR490C	0	1.01E-08	0
Q03429	YDR493W	1.06E-07	1.32E-07	1.24E-07
Q03430	YDR494W	1.39E-07	1.66E-07	1.56E-07
Q03435	YDL002C	2.62E-07	2.38E-07	2.23E-07
Q03441	YDL001W	9.73E-09	1.17E-08	8.87E-09
Q03496	YMR259C	8.99E-09	6.73E-09	5.69E-09
Q03497	YHL007C	4.90E-08	4.91E-08	3.61E-08
Q03503	YPR051W	3.02E-07	3.14E-07	2.20E-07
Q03516	YMR266W	0	7.69E-08	1.23E-07
Q03525	YMR269W	1.40E-07	1.19E-07	1.28E-07
Q03529	YMR272C	1.48E-08	1.17E-08	1.05E-08
Q03532	YMR290C	6.10E-07	6.22E-07	6.71E-07
Q03558	YHR179W	1.07E-05	1.06E-05	1.06E-05
Q03559	YMR295C	1.62E-06	1.47E-06	1.32E-06
Q03579	YMR298W	5.24E-08	5.75E-08	5.40E-08
Q03629	YML079W	6.54E-07	8.22E-07	7.34E-07
Q03640	YML072C	1.54E-07	1.42E-07	1.38E-07
Q03653	YMR212C	2.08E-08	1.56E-08	1.26E-08
Q03655	YMR215W	2.50E-08	0	0
Q03656	YMR216C	6.16E-08	6.44E-08	7.86E-08
Q03661	YMR219W	5.64E-10	0	4.38E-10
Q03677	YMR009W	1.85E-06	1.59E-06	1.83E-06
Q03690	YMR012W	2.03E-06	1.94E-06	2.03E-06
Q03702	YKL011C	4.01E-08	3.76E-08	3.39E-08
Q03705	YML036W	3.54E-07	3.88E-07	3.55E-07
Q03713	YML030W	6.16E-07	6.98E-07	7.23E-07
Q03735	YML117W	1.10E-08	2.16E-08	3.28E-08
Q03758	YML111W	2.82E-09	4.56E-09	3.80E-09
Q03761	YDR145W	4.93E-08	5.78E-08	4.50E-08
Q03768	YDR152W	6.84E-07	7.09E-07	6.62E-07
Q03769	YDR153C	2.45E-07	2.17E-07	2.06E-07
Q03771	YDR161W	1.32E-07	1.13E-07	1.81E-07
Q03774	YDR165W	4.44E-08	4.36E-08	4.10E-08
Q03778	YDR236C	5.32E-08	0	6.05E-08
Q03784	YDR246W	2.10E-07	2.68E-07	2.87E-07
Q03786	YDR248C	3.83E-07	3.60E-07	6.07E-07
Q03790	YMR153W	1.72E-07	1.56E-07	1.23E-07
Q03798	YMR157C	1.01E-07	1.01E-07	1.58E-07
Q03799	YMR158W	6.16E-07	6.57E-07	6.19E-07
Q03834	YDR097C	1.54E-08	1.45E-08	1.55E-08
Q03835	YDR098C	1.09E-06	1.25E-06	1.23E-06
Q03862	YDR101C	1.09E-06	1.13E-06	1.18E-06
Q03921	YDR141C	0	1.35E-09	2.29E-09
Q03940	YDR190C	2.46E-06	2.35E-06	2.35E-06
Q03941	YDR196C	5.67E-08	6.44E-08	6.49E-08
Q03954	YDR201W	0	2.62E-08	0
Q03973	YDR174W	1.79E-06	1.93E-06	1.92E-06
Q03976	YDR175C	3.33E-07	3.78E-07	3.74E-07
Q04004	YDR183W	4.84E-08	4.37E-08	5.35E-08
Q04007	YDR186C	3.57E-09	3.02E-09	2.44E-09
Q04013	YMR241W	3.19E-06	3.36E-06	3.22E-06
Q04031	YDR412W	3.62E-07	3.14E-07	3.31E-07
Q04062	YDR427W	1.39E-06	1.37E-06	1.38E-06
Q04066	YDR428C	4.99E-08	4.55E-08	4.09E-08
Q04067	YDR429C	7.40E-06	7.47E-06	7.75E-06
Q04087	YDR439W	0	1.90E-08	2.07E-08
Q04119	YDR452W	8.20E-08	1.15E-07	1.04E-07
Q04120	YDR453C	1.34E-07	7.99E-08	1.24E-07
Q04175	YDR395W	9.64E-08	8.85E-08	9.01E-08
Q04177	YDR398W	3.46E-08	2.54E-08	2.11E-08
Q04178	YDR399W	6.71E-06	7.48E-06	7.17E-06
Q04183	YDR407C	4.23E-09	1.10E-08	3.88E-09
Q04199	YML102W	3.67E-08	0	2.30E-08
Q04201	YML101C	5.63E-07	5.18E-07	3.89E-07
Q04213	YMR044W	0	1.67E-08	1.76E-08
Q04217	YMR128W	9.79E-09	8.85E-09	1.01E-08
Q04223	YMR130W	9.10E-08	9.21E-08	9.34E-08
Q04225	YMR131C	6.38E-07	5.82E-07	6.18E-07
Q04226	YML015C	7.88E-09	6.95E-09	7.72E-09
Q04264	YMR076C	9.48E-09	5.13E-09	1.25E-08
Q04279	YMR086W	3.96E-08	4.86E-08	6.35E-08
Q04304	YMR090W	1.27E-07	1.61E-07	7.29E-08
Q04305	YMR093W	2.68E-07	2.72E-07	3.74E-07
Q04311	YDR049W	5.86E-09	0	5.75E-09
Q04322	YMR192W	8.74E-09	3.21E-09	0
Q04336	YMR196W	4.81E-08	4.70E-08	4.58E-08
Q04338	YMR197C	2.82E-08	8.56E-09	7.41E-09
Q04341	YDR031W	1.10E-07	8.66E-08	1.61E-07
Q04344	YDL125C	1.00E-05	9.77E-06	9.83E-06
Q04347	YMR014W	1.30E-07	1.46E-07	1.16E-07
Q04371	YMR027W	6.79E-07	5.80E-07	4.99E-07
Q04373	YDR496C	6.24E-07	5.91E-07	6.07E-07
Q04401	YDR511W	7.64E-07	7.31E-07	9.03E-07
Q04406	YDR512C	1.06E-07	1.44E-07	1.27E-07
Q04409	YDR516C	2.56E-07	3.63E-07	3.23E-07
Q04410	YDR517W	7.93E-07	1.06E-06	9.31E-07
Q04412	YDR524C	1.19E-09	1.20E-09	1.08E-09
Q04418	YDR527W	1.07E-07	1.12E-07	1.03E-07
Q04430	YDR531W	6.14E-08	8.36E-08	6.60E-08
Q04432	YDR533C	6.92E-07	8.73E-07	8.09E-07
Q04438	YMR107W	4.21E-07	2.24E-07	1.76E-07
Q04439	YMR109W	6.92E-08	6.79E-08	6.22E-08
Q04458	YMR110C	2.27E-07	3.02E-07	2.56E-07
Q04471	YMR114C	5.82E-09	4.06E-09	4.18E-09
Q04472	YMR115W	2.09E-08	1.48E-08	1.93E-08
Q04477	YMR117C	1.73E-08	0	0
Q04491	YLR208W	7.72E-06	7.63E-06	8.23E-06
Q04493	YML094W	2.90E-07	3.06E-07	2.98E-07
Q04500	YML093W	9.41E-08	7.27E-08	8.25E-08
Q04598	YDR115W	1.37E-07	1.36E-07	4.27E-07
Q04599	YDR116C	3.14E-07	3.33E-07	3.33E-07
Q04600	YDR117C	3.11E-09	4.86E-09	3.26E-09
Q04603	YDR121W	1.74E-07	1.35E-07	1.48E-07
Q04636	YML069W	3.55E-07	3.87E-07	3.64E-07
Q04660	YMR049C	2.17E-07	2.12E-07	2.23E-07
Q04689	YML050W	8.56E-09	1.23E-08	1.53E-08
Q04697	YML048W	1.11E-06	9.77E-07	1.08E-06
Q04728	YMR062C	5.54E-06	5.84E-06	5.71E-06
Q04739	YER027C	7.47E-08	5.40E-08	4.74E-08
Q04772	YMR073C	2.23E-07	2.38E-07	2.76E-07
Q04773	YMR074C	6.71E-07	6.60E-07	6.53E-07
Q04779	YMR075W	0	2.81E-08	3.04E-08
Q04792	YMR250W	0	4.24E-07	6.88E-08
Q04839	YMR255W	5.09E-08	0	0
Q04868	YMR312W	0	5.47E-08	5.16E-08
Q04869	YMR315W	2.69E-06	2.59E-06	2.50E-06
Q04894	YMR318C	6.62E-06	7.14E-06	6.59E-06
Q04924	YDR221W	5.53E-07	2.59E-08	0
Q04935	YDR231C	2.11E-07	2.00E-07	1.67E-07
Q04947	YDR233C	2.92E-06	2.53E-06	2.70E-06
Q04951	YMR305C	3.97E-07	4.81E-07	3.25E-07
Q04964	YML058W	1.09E-07	7.59E-08	8.05E-08
Q04969	YML055W	4.48E-07	3.73E-07	3.29E-07
Q05016	YMR226C	9.43E-06	8.89E-06	9.15E-06
Q05022	YMR229C	9.70E-07	9.09E-07	8.95E-07
Q05029	YMR237W	1.49E-07	1.28E-07	1.55E-07
Q05040	YMR029C	1.15E-07	1.06E-07	1.07E-07
Q05050	YMR031C	3.70E-07	3.56E-07	3.82E-07
Q05123	YMR033W	1.52E-07	1.04E-07	1.22E-07
Q05166	YDL088C	5.75E-08	4.16E-08	0
Q05359	YAR002C-A	9.87E-07	9.50E-07	1.06E-06
Q05506	YDR341C	3.36E-06	3.47E-06	3.39E-06
Q05515	YDR346C	1.03E-06	9.47E-07	9.69E-07
Q05518	YDR348C	7.88E-08	1.09E-07	8.65E-08
Q05543	YDR289C	2.33E-07	2.28E-07	2.17E-07
Q05567	YDR294C	2.59E-07	2.71E-07	3.09E-07
Q05580	YDR266C	1.06E-08	1.73E-08	9.09E-09
Q05583	YDR267C	4.30E-08	6.04E-08	4.15E-08
Q05584	YDR272W	7.67E-07	9.69E-07	7.70E-07
Q05636	YDR280W	2.48E-07	2.32E-07	3.58E-07
Q05672	YDL189W	1.47E-08	1.24E-08	1.53E-08
Q05775	YLR192C	5.87E-06	5.41E-06	6.04E-06
Q05778	YLR199C	4.08E-08	3.94E-08	3.38E-08
Q05785	YLR206W	8.92E-08	1.09E-07	1.25E-07
Q05788	YLR209C	1.21E-06	1.49E-06	1.07E-06
Q05791	YLR215C	5.08E-08	5.70E-08	4.51E-08
Q05812	YLR219W	8.16E-08	7.96E-08	8.77E-08
Q05874	YLR285W	3.77E-07	4.52E-07	4.37E-07
Q05881	YLR287C	1.19E-07	1.03E-07	1.01E-07
Q05892	YLR290C	8.90E-08	4.00E-08	5.44E-08
Q05900	YLR298C	3.12E-08	4.97E-08	2.67E-08
Q05902	YLR299W	7.43E-08	5.41E-08	7.59E-08
Q05905	YLR301W	2.88E-06	3.56E-06	3.22E-06
Q05911	YLR359W	1.51E-05	1.63E-05	1.53E-05
Q05926	YLR364W	2.22E-06	2.13E-06	2.26E-06
Q05931	YLR369W	2.02E-07	1.99E-07	1.93E-07
Q05933	YLR370C	1.13E-06	1.03E-06	1.07E-06
Q05942	YLR221C	1.22E-07	1.25E-07	1.27E-07
Q05946	YLR222C	1.54E-07	1.68E-07	1.82E-07
Q05979	YLR231C	3.96E-07	4.63E-07	4.14E-07
Q06010	YLR389C	9.31E-08	8.71E-08	8.18E-08
Q06053	YLR401C	7.79E-08	8.36E-08	6.28E-08
Q06078	YLR409C	1.16E-07	9.16E-08	8.79E-08
Q06090	YPR100W	4.82E-07	4.76E-07	5.64E-07
Q06103	YPR108W	1.05E-06	1.02E-06	1.06E-06
Q06106	YPR112C	1.24E-07	1.36E-07	1.28E-07
Q06108	YPR115W	0	0	9.75E-09
Q06137	YLR345W	4.39E-08	3.66E-08	5.19E-08
Q06142	YLR347C	3.37E-07	3.22E-07	3.48E-07
Q06146	YLR257W	3.35E-07	4.71E-07	4.65E-07
Q06151	YLR270W	1.01E-06	1.02E-06	8.86E-07
Q06159	YLR312C	2.10E-08	1.51E-08	1.47E-08
Q06168	YLR321C	1.35E-07	1.23E-07	1.36E-07
Q06169	YLR324W	6.64E-08	5.72E-08	6.17E-08
Q06177	YLR327C	2.99E-07	2.18E-07	3.66E-07
Q06178	YLR328W	4.15E-07	3.43E-07	3.42E-07
Q06188	YLR455W	6.14E-08	0	9.92E-08
Q06205	YLR449W	1.33E-06	1.30E-06	1.29E-06
Q06217	YLR275W	4.45E-08	5.41E-08	1.77E-07
Q06218	YLR276C	2.41E-07	2.35E-07	2.45E-07
Q06245	YLR166C	1.04E-06	0	0
Q06252	YLR179C	4.53E-06	4.63E-06	4.76E-06
Q06263	YLR181C	1.40E-07	2.15E-07	1.41E-07
Q06287	YLR186W	4.67E-07	4.84E-07	5.81E-07
